정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
인천대교TG(미정차),35629,0,1,0,1,0,0
인천대입구역,38395,64692,21581,64675,21581,17,2783
인천대입구역,38396,17756,70418,17746,70418,10,2844
인천대입구역.롯데몰,38646,6662,4880,6653,4880,9,372
인천대입구역.롯데몰,38649,3266,3215,3260,3215,6,209
인천대정문,38385,25690,754,25685,754,5,853
인천대정문,38386,1605,23934,1605,23934,0,823
인천대학교공과대학,38376,372,8413,366,8413,6,283
인천대학교공과대학,38377,26532,62,26505,62,27,857
인천대학교공과대학,38499,482,18364,438,18364,44,607
인천대학교북문,38760,9,1441,9,1441,0,46
인천대학교북문,38750,644,96,644,96,0,23
인천대학교송도캠퍼스,38749,25230,3310,25218,3310,12,920
인천대학교송도캠퍼스,38761,18,9044,18,9044,0,292
인천대학교자연과학대학,38375,210,16083,210,16083,0,525
인천대학교자연과학대학,38378,23937,158,23927,158,10,777
인천마전도서관,42556,22,1059,22,1059,0,34
인천만수고등학교,39680,2121,2645,2121,2645,0,153
인천만수고등학교,39681,3061,2576,3061,2576,0,181
인천미래생활고등학교,40470,4372,4729,4372,4729,0,293
인천미래생활고등학교,40474,5575,5308,5575,5308,0,351
인천미래생활고등학교,40483,1122,1990,1122,1990,0,100
인천미래생활고등학교,55032,2947,1434,2947,1434,0,141
인천박문초등학교,38608,366,198,366,198,0,18
인천박문초등학교,38609,127,449,127,449,0,18
인천보건고등학교,42144,2903,4898,2897,4898,6,251
인천보건고등학교,42146,5884,3919,5854,3919,30,316
인천부흥고등학교,40279,1357,611,1357,611,0,63
인천북항관공선부두,89195,73,1408,73,1408,0,47
인천북항관공선부두,89196,767,33,767,33,0,25
인천북항부두운영시설,42953,3,407,3,407,0,13
인천북항부두운영시설,42959,443,16,443,16,0,14
인천뷰티예술고등학교,38052,3369,3862,3361,3862,8,233
인천뷰티예술고등학교,38053,6734,2992,6729,2992,5,313
인천비즈니스고등학교,37421,4152,3982,4146,3982,6,262
인천비즈니스고등학교,37423,5309,5518,5301,5518,8,349
인천비즈니스고등학교,37614,8332,2429,8328,2429,4,347
인천비지니스고등학교,37615,362,2674,362,2674,0,97
인천상공회의소,92041,74,2,74,2,0,2
인천서곶초등학교,89355,647,1,647,1,0,20
인천서곶초등학교,89358,7,1281,5,1281,2,41
인천서부교육지원청,42336,980,443,980,443,0,45
인천서부교육지원청,42337,403,1559,403,1559,0,63
인천서부여성회관,42131,2194,1530,2177,1530,17,120
인천서부여성회관,42134,4077,5057,4057,5057,20,294
인천서창동우체국,39820,5348,10381,5348,10381,0,507
인천서창동우체국,39821,9331,2343,9330,2343,1,376
인천서창중학교,39767,5318,5653,5318,5653,0,353
인천서창중학교,39875,7702,3136,7702,3136,0,349
인천성모병원정문,40844,7977,8056,7958,8056,19,517
인천성모병원정문,40857,8712,6899,8705,6899,7,503
인천성모병원종점지주차장,40919,152,4594,151,4594,1,153
인천성모병원후문,40138,1873,7509,1871,7509,2,302
인천성모병원후문,40139,4620,2143,4609,2143,11,218
인천세관통합검사센터(동측),38774,8,1494,6,1494,2,48
인천세관통합검사센터(동측),38775,366,37,362,37,4,13
인천세관통합검사센터(서측),38772,364,394,364,394,0,24
인천세관통합검사센터(서측),38773,39,942,38,942,1,31
인천세무서후문,36179,37,190,37,190,0,7
인천소방본부,37189,5258,9967,5248,9967,10,491
인천소방본부,37191,13976,5750,13959,5750,17,636
인천소방항공대,35809,136,6,136,6,0,4
인천소방항공대,35810,11,254,11,254,0,8
인천송도꿈유치원,38622,5348,59,5348,59,0,174
인천송도꿈유치원,38623,8,6044,8,6044,0,195
인천송일초등학교,38558,794,1677,792,1677,2,79
인천송일초등학교,38575,1426,1879,1426,1879,0,106
인천수산물센터,35069,7794,7178,7698,7178,96,482
인천스타트업파크,38390,2289,1036,2289,1036,0,107
인천스타트업파크,38394,1193,3217,1193,3217,0,142
인천시청후문,39290,11840,9093,11830,9093,10,675
인천시청후문,39292,11003,11900,10983,11900,20,738
인천아시아드주경기장(동문),89354,1058,19,1031,19,27,34
인천아시아드주경기장(동문),89359,88,1717,88,1717,0,58
인천아시아드테니스장,89356,643,16,642,16,1,21
인천아시아드테니스장,89357,10,1068,9,1068,1,34
인천여객터미널,89155,2,184,2,184,0,6
인천여자고등학교,38287,8940,8330,8940,8330,0,557
인천여자고등학교,38289,5106,5080,5106,5080,0,328
인천여자상업고등학교,35139,323,2393,321,2393,2,87
인천여자상업고등학교·이마트,35141,8951,2621,8941,2621,10,373
인천역(차이나타운),35178,30690,23923,30674,23923,16,1761
인천역(차이나타운),35179,26130,29240,26113,29240,17,1786
인천연세병원,42310,2213,2694,2213,2694,0,158
인천연합의원,42601,2353,3740,2350,3740,3,196
인천영어마을,42454,8749,8247,8749,8247,0,548
인천영어마을,42697,10246,14985,10246,14985,0,813
인천영어마을.파라곤센트럴,89437,6785,1803,6779,1803,6,277
인천영어마을앞,89436,174,1187,154,1187,20,43
인천예림학교(인천성모병원),40819,5101,6283,5101,6283,0,367
인천예림학교(인천성모병원),40820,6855,4173,6852,4173,3,355
인천예술고등학교,39332,902,542,894,542,8,46
인천예술고등학교,39533,473,696,468,696,5,37
인천옹진농협본점,35555,7124,4297,7113,4297,11,368
인천옹진농협본점,35797,1088,1939,1080,1939,8,97
인천용학초등학교,37676,2344,23,2344,23,0,76
인천의료원,36093,515,4409,515,4409,0,158
인천의료원,36107,14938,9093,14918,9093,20,775
인천의료원,36108,9039,12119,9021,12119,18,682
인천의료원,37458,4564,796,4561,796,3,172
인천이음중학교,89456,3337,1069,3337,1069,0,142
인천이음초등학교,89399,3136,866,3136,866,0,129
인천이음초등학교,89400,3219,7929,3219,7929,0,359
인천인력개발원,39071,1728,768,1728,768,0,80
인천인력개발원,39072,608,1905,608,1905,0,81
인천적십자병원(풍림아파트),38240,3572,5095,3572,5095,0,279
인천적십자병원(풍림아파트),38339,5849,4533,5849,4533,0,334
인천정보과학고등학교,35175,2593,3885,2593,3885,0,208
인천정보과학고등학교,35183,5372,2185,5366,2185,6,243
인천정보과학고등학교,35800,8,19,8,19,0,0
인천정보과학고등학교,36002,2491,4752,2477,4752,14,233
인천종합수산물센터,35074,3510,211,3447,211,63,120
인천준법지원센터·미추홀트루엘파크,37147,896,377,896,377,0,41
인천준법지원센터·미추홀트루엘파크,37148,182,1068,182,1068,0,40
인천지방법원,37096,3950,81,3937,81,13,130
인천지방법원북부지원입구,89434,859,839,859,839,0,54
인천지방법원북부지원입구,89435,47,2109,47,2109,0,69
인천지방중소기업청입구,39087,2966,1090,2966,1090,0,130
인천체육고등학교,89233,235,258,235,258,0,15
인천체육고등학교입구,89048,18,12,18,12,0,0
인천체육고등학교입구,89049,5,44,5,44,0,1
인천축구전용경기장,36184,67,7,67,7,0,2
인천축구전용경기장,37286,2540,2797,2531,2797,9,172
인천축구전용경기장,37303,4028,1861,4016,1861,12,189
인천축구전용경기장(서희스타힐스),37558,526,2572,522,2572,4,99
인천축산농협,40454,365,918,365,918,0,41
인천축산물시장,42010,1176,1004,1176,1004,0,70
인천축산물시장,42011,801,1179,801,1179,0,63
인천출입국·외국인청,35127,14612,1768,14581,1768,31,528
인천출입국·외국인청,35129,1218,12406,1201,12406,17,439
인천터미널,37215,1891,11,1891,11,0,61
인천터미널사거리입구,39194,1247,5047,1247,5047,0,203
인천터미널역,37648,566,29,566,29,0,19
인천테크노밸리U1센터,40605,6014,7964,6012,7964,2,450
인천테크노밸리U1센터,40607,9746,5975,9743,5975,3,507
인천포스코고등학교,38758,11,959,11,959,0,31
인천포스코고등학교,38759,552,12,552,12,0,18
인천푸른빛유치원,89376,1428,107,1428,107,0,49
인천푸른빛유치원,89377,252,1440,252,1440,0,54
인천항신국제여객터미널,38652,2554,567,2551,567,3,100
인천항신국제여객터미널(하행),38662,833,1900,832,1900,1,88
인천해든초등학교,89410,4684,3148,4684,3148,0,252
인천해든초등학교,89411,4372,2828,4372,2828,0,232
인천해양과학고,38120,2058,1551,2058,1551,0,116
인천해양과학고,38566,639,743,635,743,4,44
인천향교.인천도호부청사,37124,4906,11594,4905,11594,1,532
인천향교.인천도호부청사,37125,7871,1683,7841,1683,30,308
인천향교유림회관,37059,13382,4436,13382,4436,0,574
인천향교유림회관,37062,8541,13926,8541,13926,0,724
인천환경공단입구,42930,342,84,342,84,0,13
인천힘찬종합병원,39628,5887,4155,5879,4155,8,323
인천힘찬종합병원,39629,4517,4696,4513,4696,4,297
인평자동차고,40149,16702,20938,16702,20938,0,1214
인평자동차고,40151,1247,812,1247,812,0,66
인평자동차고,40152,507,1116,507,1116,0,52
인평자동차고,40787,21009,13208,21006,13208,3,1103
인하국제의료센터,35643,0,11,0,11,0,0
인하대병원,35119,10582,7701,10530,7701,52,589
인하대병원,35121,3784,1699,3781,1699,3,176
인하대병원,35486,5824,6333,5824,6333,0,392
인하대병원입구,35846,6673,12789,6639,12789,34,627
인하대역,37596,12,8161,12,8161,0,263
인하대역(1번출구),37066,76178,78398,76119,78398,59,4986
인하대역(7번출구),37091,106900,73912,106865,73912,35,5832
인하대역3번출구,37127,4194,21498,4191,21498,3,828
인하대역4번출구,37122,17095,6319,17081,6319,14,755
인하대정문,37099,22687,10541,22680,10541,7,1071
인하대정문,37104,11450,23903,11433,23903,17,1140
인하대후문,37165,62898,4510,62898,4510,0,2174
인하대후문,37166,1677,1514,1677,1514,0,102
인하대후문,37167,12620,70983,12617,70983,3,2696
인향아파트,40557,7689,525,7689,525,0,264
인향아파트,40559,442,6240,442,6240,0,215
인향아파트,41464,2697,127,2685,127,12,91
인향아파트,41465,43,5893,22,5893,21,191
인혜학교후문(원욱그린타운),41473,1475,920,1475,920,0,77
인혜학교후문(원욱그린타운),41518,767,3490,767,3490,0,137
인화1리마을회관,90210,12,2,12,2,0,0
인화1리마을회관,90211,14,16,14,16,0,0
인화리종점,43473,94,53,82,53,12,4
인화리종점,43945,0,0,0,0,0,0
인화성입구,90063,0,26,0,26,0,0
인화성입구,90064,11,3,9,3,2,0
인화여고,37547,4961,4450,4942,4450,19,303
인화여고,37548,8921,13250,8908,13250,13,715
일신동행정복지센터,40200,6010,3591,5996,3591,14,309
일신동행정복지센터,40205,87,2002,86,2002,1,67
일신동행정복지센터,40220,2554,2980,2554,2980,0,178
일신시장,40207,3770,4781,3769,4781,1,275
일신시장,40210,4207,2302,4184,2302,23,209
일신주공,40866,506,1038,506,1038,0,49
일신주공109동,40868,6435,4041,6435,4041,0,337
임광그대가.서창자이아파트,39514,3388,1743,3388,1743,0,165
임광그대가.서창자이아파트,39515,215,3904,215,3904,0,132
임광그대가103동,92025,3432,3159,3432,3159,0,212
임송촌,43423,11,11,11,11,0,0
임송촌,43802,78,99,78,99,0,5
임학사거리,41283,571,1964,571,1964,0,81
임학역,41290,14867,22195,14866,22195,1,1195
임학역,41292,23468,14107,23468,14107,0,1212
임학지하차도앞사거리,41287,18,3094,18,3094,0,100
임학지하차도앞사거리,41288,2294,18,2294,18,0,74
입구지,35300,56,3,56,3,0,1
입구지,35751,4,25,4,25,0,0
입구지입구,35477,16,66,16,66,0,2
입구지입구,35478,40,4,40,4,0,1
자동차매매단지,11020,296,735,296,735,0,33
자동차매매단지,11021,545,244,545,244,0,25
자동차매매단지,36094,251,5139,251,5139,0,173
자동차매매단지,37459,3810,354,3808,354,2,134
자연사박물관,43451,1,0,1,0,0,0
자연사박물관,43667,9,12,9,12,0,0
자이금호힐스테이트,42849,365,4687,362,4687,3,162
자이금호힐스테이트,42850,3449,434,3441,434,8,125
자이더테라스1단지,89297,1335,400,1335,400,0,55
자이더테라스1단지,89298,476,1361,476,1361,0,59
자이더테라스2단지,42864,1837,2573,1837,2573,0,142
자이더테라스2단지,42871,2888,1317,2888,1317,0,135
자이더테라스2단지(209동),89460,694,1093,694,1093,0,57
자이더테라스2단지(209동),89495,79,688,79,688,0,24
작은구월사거리,39239,5370,5631,5370,5631,0,354
작은구월사거리,39240,6407,6593,6395,6593,12,419
작전1동주민센터,41113,15634,8524,15622,8524,12,779
작전동삼성홈플러스,41044,16060,27697,16017,27697,43,1411
작전동삼성홈플러스,41050,19115,8986,19048,8986,67,906
작전동풍림아파트,41090,162,1070,162,1070,0,39
작전서운동행정복지센터,41103,554,2478,554,2478,0,97
작전서운동행정복지센터,41104,2550,452,2550,452,0,96
작전역,41561,8499,6691,8499,6691,0,490
작전역,41562,7532,8222,7532,8222,0,508
작전역 서해그랑블,41047,2719,2297,2717,2297,2,161
작전역 서해그랑블,41414,1087,3151,1087,3151,0,136
작전역1번출구,41095,12375,15504,12375,15504,0,899
작전역2번출구,41092,5105,6606,5105,6606,0,377
작전역3번출구,41076,9463,4631,9456,4631,7,454
작전역4번출구,41062,14404,30402,14357,30402,47,1445
작전역5번출구,41057,57580,33266,57516,33266,64,2930
작전역6번출구,41433,4225,26969,4225,26969,0,1006
작전역7번출구,41401,22885,6004,22885,6004,0,931
작전역8번출구,41093,10816,10739,10816,10739,0,695
작전중고.여고앞,41116,3249,3223,3226,3223,23,208
작전초등학교,41127,2922,2995,2898,2995,24,190
작전초등학교,41128,3195,2644,3174,2644,21,188
작전풍림아파트,41080,914,5872,914,5872,0,218
작전풍림아파트,41091,7673,2916,7673,2916,0,341
잔다리삼거리,35519,74,56,73,56,1,4
잔다리삼거리,35559,95,38,95,38,0,4
잔다리삼거리,35856,7,48,7,48,0,1
잔다리삼거리,35857,12,3,12,3,0,0
잔다리새마을,35866,37,91,37,91,0,4
잔다리새마을,35867,46,110,46,110,0,5
잔솔밭,43943,27,26,26,26,1,1
잔솔밭,43944,16,13,15,13,1,0
잠진도삼거리,35743,86,8,86,8,0,3
잠진도삼거리,35744,4,184,4,184,0,6
잠진도입구,35749,28,127,26,127,2,5
잠진도입구,35750,85,52,85,52,0,4
장경리공영주차장,44141,9,14,5,14,4,0
장경리공영주차장,44190,41,3,41,3,0,1
장경리해수욕장,44092,21,20,21,20,0,1
장경리해수욕장,44191,5,7,5,7,0,0
장곡.고촌고등학교,80066,281,170,281,170,0,14
장곡.고촌고등학교,80288,51,43,51,43,0,3
장곶돈대,43931,39,10,39,10,0,1
장곶돈대,43932,12,30,12,30,0,1
장곶횟집,43118,11,2,11,2,0,0
장곶횟집,43478,7,7,7,7,0,0
장구란,90349,0,3,0,3,0,0
장구란,90354,1,3,1,3,0,0
장기동,41345,699,52,699,52,0,24
장기동,41346,33,2530,33,2530,0,82
장기동,41347,3232,16329,3226,16329,6,631
장기동,41348,19572,3722,19571,3722,1,751
장도초등학교,39127,427,578,427,578,0,32
장도초등학교,39129,2110,832,2110,832,0,94
장릉입구,80046,27,164,27,164,0,6
장릉입구,80047,273,2,273,2,0,8
장미아파트,37044,6577,9433,6577,9433,0,516
장미아파트,37092,23200,10013,23134,10013,66,1071
장미아파트,37094,10992,17614,10978,17614,14,922
장미아파트(19동)앞,37474,3836,2875,3836,2875,0,216
장미아파트(19동)앞,37540,2737,5227,2733,5227,4,256
장서초등학교,39965,3762,719,3762,719,0,144
장서초등학교,39966,1133,5310,1133,5310,0,207
장수.서창동행정복지센터,39580,4712,8703,4712,8703,0,432
장수.서창동행정복지센터,39581,8688,2175,8688,2175,0,350
장수공영차고지,39566,628,46,503,46,125,21
장수공영차고지,92064,246,160,16,160,230,13
장수교,39336,565,648,565,648,0,39
장수교(서창동입구),39337,334,1123,334,1123,0,47
장수동,39373,581,1753,581,1753,0,75
장수동,39391,933,951,933,951,0,60
장수동,39393,3736,4848,3736,4848,0,276
장수빌라,39577,443,1049,443,1049,0,48
장수사거리,39389,12039,3346,12039,3346,0,496
장수사거리,39397,169,2263,169,2263,0,78
장수사거리,39501,2790,7514,2790,7514,0,332
장수사거리,39542,4823,310,4823,310,0,165
장수주공(청소년수련원),39417,39,2140,39,2140,0,70
장수주공(청소년수련원),39424,3274,44,3274,44,0,107
장수초등학교,39342,2801,1590,2801,1590,0,141
장수초등학교,39352,927,2197,927,2197,0,100
장수파출소,39543,31,745,31,745,0,25
장승마루,90028,0,19,0,19,0,0
장승마루,90029,17,0,17,0,0,0
장승마을,43200,2,46,2,46,0,1
장승마을,43714,102,0,91,0,11,3
장승백이시장,39280,3826,1515,3826,1515,0,172
장승백이시장,39282,551,3841,551,3841,0,141
장아초등학교,39873,1063,487,1063,487,0,50
장아초등학교,39874,141,1676,141,1676,0,58
장안,43418,21,33,21,33,0,1
장안,43445,70,27,67,27,3,3
장안마을,43133,14,0,14,0,0,0
장안마을,43855,1,5,1,5,0,0
장안말(구초지분교)입구,90083,71,121,71,121,0,6
장안말(구초지분교)입구,90084,109,172,109,172,0,9
장안말(온천스파),43144,26,14,26,14,0,1
장안말(온천스파),43253,32,0,32,0,0,1
장안말(온천스파),43892,11,14,11,14,0,0
장안사거리,37285,16077,3726,16074,3726,3,638
장안사거리,37295,4778,18489,4774,18489,4,750
장안촌동쪽,43933,1,26,1,26,0,0
장암마을,90155,105,55,104,55,1,5
장암마을,90156,27,37,27,37,0,2
장애인복지관,37249,2519,2740,2515,2740,4,169
장애인종합복지관,43320,3,0,3,0,0,0
장애인종합복지관,43627,2,11,2,11,0,0
장인가구,39706,258,202,258,202,0,14
장자말,43142,21,42,21,42,0,2
장자말,43257,64,0,61,0,3,2
장자촌,43141,38,0,38,0,0,1
장자촌,43255,0,1,0,1,0,0
장전,43415,37,2,35,2,2,1
장전,43500,1,10,1,10,0,0
장정2리마을회관,43665,2,97,2,97,0,3
장정2리마을회관,43693,148,0,146,0,2,4
장지포,90238,1,14,1,14,0,0
장지포,90239,27,4,27,4,0,1
장천사거리,37282,2058,2337,2058,2337,0,141
장천사거리,37610,182,1223,182,1223,0,45
장천사거리,37651,416,1358,416,1358,0,57
장촌길 입구,90379,12,4,12,4,0,0
장촌길 입구,90382,14,5,14,5,0,0
장촌마을,35475,208,13,208,13,0,7
장촌마을,35476,10,214,10,214,0,7
장촌빌라,35321,193,13,192,13,1,6
장촌빌라,35397,6,121,6,121,0,4
장하,43184,6,33,6,33,0,1
장하,43204,70,3,69,3,1,2
장화교회앞,43121,42,43,42,43,0,2
장화교회앞,43539,46,35,39,35,7,2
장화리학생수련원,43426,60,68,59,68,1,4
장화리학생수련원,43474,23,28,21,28,2,1
장흥낚시터,43211,1,1,1,1,0,0
장흥낚시터,43890,4,1,4,1,0,0
장흥리종점,43643,27,19,26,19,1,1
장흥리종점,43888,16,5,16,5,0,0
장흥매점,43641,2,1,2,1,0,0
장흥매점,43891,0,4,0,4,0,0
장흥삼거리,43153,90,7,90,7,0,3
장흥삼거리,43881,14,93,14,93,0,3
장흥저수지(성공회.해든뮤지움),90081,217,160,217,160,0,12
장흥저수지(성공회.해든뮤지움),90082,74,151,74,151,0,7
재능대·한국외대 송도캠퍼스,38754,109,0,109,0,0,3
재능대·한국외대 송도캠퍼스,38755,36,2869,36,2869,0,93
재능대학교서문,36058,20505,26702,20467,26702,38,1522
재능대학교서문,36119,12974,13511,12949,13511,25,854
재활용품수집장,43165,1,12,1,12,0,0
저수지관리소,43264,19,0,19,0,0,0
저수지휴게소,43567,19,40,19,40,0,1
저수지휴게소,43763,0,2,0,2,0,0
적두마을(월곳교회),43190,64,0,63,0,1,2
적두마을(월곳교회),43709,1,71,1,71,0,2
적석사입구,43348,12,71,12,71,0,2
적석사입구,43847,81,7,81,7,0,2
전동교회,35199,7512,4607,7512,4607,0,390
전동교회,35200,2668,8070,2668,8070,0,346
전득이고개입구,90187,7,29,7,29,0,1
전득이고개입구,90188,12,47,12,47,0,1
전들,43477,55,1,55,1,0,1
전들,43835,2,62,2,62,0,2
전등사남문,43515,148,330,147,330,1,15
전등사남문,43893,290,102,289,102,1,12
전등사동문,43521,156,726,155,726,1,28
전등사동문,43895,587,375,584,375,3,31
전소,35231,6982,5071,6972,5071,10,388
전소,35232,6198,6559,6197,6559,1,411
전원미술관앞,43387,260,11,258,11,2,8
전원미술관앞,43810,5,310,5,310,0,10
전인연립(종점),40132,105,364,105,364,0,15
절아래,90401,4,29,4,29,0,1
절아래,90402,33,5,33,5,0,1
점촌,43414,32,7,20,7,12,1
점촌,43806,2,42,2,42,0,1
젓개마을,35828,1,108,1,108,0,3
젓개마을,35829,5,5,5,5,0,0
젓개마을입구,35398,0,2,0,2,0,0
정광아파트(병무청),37008,4576,32,4576,32,0,148
정광아파트(병무청),37009,5,5116,5,5116,0,165
정광아파트.만수주공11단지,39476,7027,7273,7018,7273,9,461
정광아파트.만수주공11단지,39477,7350,4767,7338,4767,12,390
정기무역,35083,1526,216,1507,216,19,56
정다운그린빌,92024,2017,3347,2017,3347,0,173
정든마을아파트,40055,2403,4303,2403,4303,0,216
정든마을아파트,40057,4878,2071,4878,2071,0,224
정병원,40413,5276,4645,5276,4645,0,320
정부인천지방합동청사,37386,37235,16448,37220,16448,15,1731
정부인천지방합동청사,37388,27979,32823,27953,32823,26,1961
정비단지,37005,2180,1661,2180,1661,0,123
정비단지,37006,846,2115,846,2115,0,95
정서진삼거리,89234,1,463,1,463,0,14
정석항공과학고,37168,30203,6134,30193,6134,10,1172
정석항공과학고,37170,9522,30685,9517,30685,5,1297
정수사입구,43404,35,14,35,14,0,1
정수사입구,43436,18,30,18,30,0,1
정왕IC(미정차),92007,1,0,1,0,0,0
정하,43183,39,7,39,7,0,1
정하,43208,4,14,4,14,0,0
제물포시장,37310,795,611,795,611,0,45
제물포시장,37311,797,955,797,955,0,56
제물포여자중학교,37288,4122,2218,4122,2218,0,204
제물포여자중학교,37290,5952,5394,5947,5394,5,366
제물포여자중학교,37298,8172,10606,8172,10606,0,605
제물포역,37355,58779,36331,58754,36331,25,3068
제물포역,37364,33247,22731,33227,22731,20,1805
제물포역,37496,35797,43524,35781,43524,16,2558
제물포역,37498,21740,7467,21740,7467,0,942
제물포역,37502,31917,41469,31910,41469,7,2367
제물포역(동양빌딩),37339,1102,5536,1102,5536,0,214
제물포중학교,42064,2448,2781,2448,2781,0,168
제물포중학교,42065,2713,1835,2713,1835,0,146
제운사거리(청년창업특화거리),37175,3699,5678,3689,5678,10,302
제운사거리(청년창업특화거리),37534,5074,6351,5055,6351,19,368
제일시장,37316,7343,6346,7343,6346,0,441
제일시장,37329,10552,11556,10542,11556,10,713
제일시장사거리,37667,1153,754,1153,754,0,61
제일주유소,57020,2164,1205,2164,1205,0,108
제일주유소,57021,860,3462,860,3462,0,139
제일풍경채,42833,3577,3671,3577,3671,0,233
제일풍경채1차정문앞,89350,1708,1578,1708,1578,0,106
제일풍경채2차,89349,16,271,16,271,0,9
제일풍경채2차321동앞,42866,3101,1265,3101,1265,0,140
제일풍경채2차321동앞,42873,292,1235,292,1235,0,49
제일풍경채2차323동앞,42891,6595,6566,6595,6566,0,424
제일풍경채2차331동앞,42989,1914,3596,1914,3596,0,177
제적봉앞마을,90060,0,3,0,3,0,0
제적봉앞마을,90061,1,0,1,0,0,0
제적봉입구,43654,1,25,1,25,0,0
제적봉입구,43686,2,4,2,4,0,0
조광교회입구,43533,9,0,9,0,0,0
조광교회입구,43868,0,26,0,26,0,0
조달청(한양2차아파트),37511,6487,14738,6463,14738,24,684
조달청비축기지,35114,1402,5132,1389,5132,13,210
조달청비축기지,35115,3794,2002,3786,2002,8,186
조동초등학교,39464,2969,1730,2969,1730,0,151
조동초등학교,39465,26,1356,26,1356,0,44
조리미입구,80068,1481,43,1481,43,0,49
조리미입구,80069,40,1334,40,1334,0,44
조바위,90350,1,41,1,41,0,1
조바위,90351,20,3,20,3,0,0
조산,43192,8,84,7,84,1,2
조산,43334,115,12,113,12,2,4
조산교회,43172,2,44,2,44,0,1
조산교회,43338,91,2,89,2,2,3
조산초등학교,43189,47,273,46,273,1,10
조산초등학교,43593,194,9,194,9,0,6
종갱이,43180,52,154,52,154,0,6
종갱이,43288,103,41,103,41,0,4
종근당,40002,274,7,274,7,0,9
종근당,40005,16,799,16,799,0,26
종근당.충정로역,11002,207,7943,207,7943,0,262
종로약국,57005,734,1191,734,1191,0,62
종로약국,57007,2076,786,2076,786,0,92
종생마을,80161,983,146,979,146,4,36
종생마을,80162,149,1406,141,1406,8,50
종점(병무청),37014,2570,47,2570,47,0,84
종합터미널,37242,45099,21623,45058,21623,41,2152
종합터미널,39177,14243,39068,14236,39068,7,1719
종현동정보화마을,62043,35,122,35,122,0,5
종현동정보화마을,62044,127,31,127,31,0,5
좌동교차로,89371,2,96,2,96,0,3
좌동마을,42452,168,73,168,73,0,7
좌동마을,89253,102,211,102,211,0,10
좌동마을입구,42456,34,110,34,110,0,4
좌동마을입구,42928,149,33,149,33,0,5
주거단지,35118,427,373,427,373,0,25
주거단지,35120,234,799,233,799,1,33
주공12단지,35082,786,235,786,235,0,32
주공12단지,35084,481,395,481,395,0,28
주공6단지후문,40453,4616,2869,4616,2869,0,241
주공뜨란채아파트,40708,3413,2951,3413,2951,0,205
주공뜨란채아파트,40803,3767,3092,3767,3092,0,221
주공아파트,40867,429,869,429,869,0,41
주물단지,42291,1445,3752,1445,3752,0,167
주안1동행정복지센터,37385,5718,7120,5717,7120,1,414
주안2동치안센터,37302,7257,5129,7257,5129,0,399
주안4동행정복지센터,37333,164,217,164,217,0,12
주안4동행정복지센터,37335,48,411,48,411,0,14
주안5동행정복지센터,37526,755,990,755,990,0,56
주안7동행정복지센터,37214,20303,21108,20259,21108,44,1335
주안7동행정복지센터,37216,24353,18123,24303,18123,50,1370
주안국가산단역,37583,7020,809,7020,809,0,252
주안국가산단역,37584,17,2041,17,2041,0,66
주안남초등학교,37283,8058,8733,8058,8733,0,541
주안남초등학교,37284,11987,4708,11987,4708,0,538
주안도서관,37341,603,399,603,399,0,32
주안도서관,37342,466,465,464,465,2,30
주안매매단지,37586,323,210,323,210,0,17
주안북부역,37418,18821,12534,18821,12534,0,1011
주안북부역,37420,17305,13269,17305,13269,0,986
주안북초등학교,37417,4329,7741,4329,7741,0,389
주안사거리,37330,18452,12137,18436,12137,16,986
주안사거리,37514,3119,10408,3119,10408,0,436
주안시범공단,39927,224,490,224,490,0,23
주안아파트,37207,795,2384,793,2384,2,102
주안아파트,37209,1420,1277,1401,1277,19,87
주안역,37387,86313,32214,86241,32214,72,3823
주안역,37389,21143,78260,21141,78260,2,3206
주안역,37402,895,4023,895,4023,0,158
주안역,37506,25494,17541,25415,17541,79,1388
주안역센트레빌아파트,37430,8066,9755,8066,9755,0,574
주안역센트레빌아파트정문,37490,750,956,750,956,0,55
주안역환승정류장,37503,96595,72094,96595,72094,0,5441
주안역환승정류장,37617,148522,121689,148522,121689,0,8716
주안파크자이더플래티넘아파트,37201,20110,10415,20067,10415,43,984
주안파크자이더플래티넘아파트,37204,9935,20370,9876,20370,59,977
주안현대아파트,37358,17669,16710,17630,16710,39,1109
주원고개,39377,1176,3585,1162,3585,14,153
주원고개,39396,3438,9405,3435,9405,3,414
주적골,39510,442,1803,440,1803,2,72
주적골,39608,508,883,508,883,0,44
주택마을,90230,9,100,9,100,0,3
중고등학교,44106,26,69,12,69,14,3
중고등학교,44193,152,48,147,48,5,6
중고차매매단지엠파크허브,42038,375,681,375,681,0,34
중곡고개,43935,18,0,18,0,0,0
중구노인복지회관,35151,12709,10968,12698,10968,11,763
중구노인복지회관,35152,13096,12188,13078,12188,18,815
중구문화회관,35466,1,671,1,671,0,21
중구문화회관,35467,1666,381,1662,381,4,66
중구청,35157,2368,1184,2366,1184,2,114
중구청,35159,685,2912,683,2912,2,116
중구청소년수련관.하늘중학교,35824,2580,865,2580,865,0,111
중구청입구,35894,3,76,3,76,0,2
중독고개,43936,20,53,20,53,0,2
중박골입구,44123,3,13,3,13,0,0
중박골입구,44194,38,2,38,2,0,1
중봉로교차로,89420,1592,2328,1592,2328,0,126
중봉로교차로,89421,1340,742,1340,742,0,67
